,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
875,48341,48341,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.705395,0,0.555
876,48341,48341,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.702413,0,0.5892
877,48341,48341,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.703904,0,0.5868
878,48341,48341,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.697178,0,0.5284
879,48341,48341,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.698199,0,0.5656
880,48341,48341,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.697285,0,0.4919
881,48341,48341,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.6993,0,0.5606
882,48341,48341,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.699092,0,0.5215
883,48341,48341,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.698608,0,0.5256
884,48341,48341,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.70131,0,0.5785
885,48341,48341,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.700329,0,0.5519
886,48341,48341,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.699154,0,0.5572
887,48341,48341,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.700736,0,0.5753
888,48341,48341,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.707528,0,0.5188
889,48341,48341,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.708923,0,0.5643
890,48341,48341,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.708506,0,0.5366
892,48342,48342,ARPI_2013_4001,ARPI_2013_4001,UN,NA,1,0,0,0,-1,0.700064,0,0.5995
893,48342,48342,ARPI_2013_4002,ARPI_2013_4002,UN,NA,1,0,0,0,-1,0.703632,0,0.607
894,48342,48342,ARPI_2013_4003,ARPI_2013_4003,UN,NA,1,0,0,0,-1,0.695783,0,0.5558
895,48342,48342,ARPI_2013_4004,ARPI_2013_4004,UN,NA,1,0,0,0,-1,0.699863,0,0.5798
896,48342,48342,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.702191,0,0.5966
897,48342,48342,ARPI_2013_4006,ARPI_2013_4006,UN,NA,1,0,0,0,-1,0.696695,0,0.5805
898,48342,48342,ARPI_2013_4007,ARPI_2013_4007,UN,NA,1,0,0,0,-1,0.703365,0,0.602
901,48342,48342,B045,B045,UN,NA,1,0,0,0,-1,0.708321,0,0.6175
902,48342,48342,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.688671,0,0.5013
903,48342,48342,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.719587,0,0.5531
905,48342,48342,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.719076,0,0.5376
906,48342,48342,KW1,KW1,UN,NA,1,0,0,0,-1,0.708081,0,0.5984
907,48342,48342,KW2,KW2,UN,NA,1,0,0,0,-1,0.706761,0,0.5794
908,48342,48342,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.701057,0,0.5946
909,48342,48342,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.700698,0,0.5663
910,48342,48342,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.699743,0,0.5984
911,48342,48342,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.69998,0,0.5805
912,48342,48342,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.701069,0,0.5892
913,48342,48342,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.696059,0,0.5766
914,48342,48342,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.699757,0,0.5934
915,48342,48342,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.701374,0,0.5984
916,48342,48342,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.700482,0,0.6281
917,48342,48342,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.701072,0,0.5974
918,48342,48342,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.69989,0,0.5888
919,48342,48342,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.699154,0,0.5875
920,48342,48342,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.701915,0,0.5701
921,48342,48342,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.696345,0,0.573
922,48342,48342,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.70131,0,0.5898
923,48342,48342,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.699949,0,0.5812
924,48342,48342,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.6998,0,0.6009
925,48342,48342,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.702578,0,0.5881
926,48342,48342,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.70197,0,0.569
927,48342,48342,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.702563,0,0.6024
928,48342,48342,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.698958,0,0.6274
929,48342,48342,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.702598,0,0.6367
930,48342,48342,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.70042,0,0.5872
931,48342,48342,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.700406,0,0.576
932,48342,48342,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.698153,0,0.5836
933,48342,48342,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.688937,0,0.4922
934,48342,48342,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.703892,0,0.5875
935,48342,48342,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.697569,0,0.5862
936,48342,48342,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.700076,0,0.5905
937,48342,48342,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.703425,0,0.5813
938,48342,48342,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.704988,0,0.6102
939,48342,48342,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.699746,0,0.5733
940,48342,48342,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.707508,0,0.5983
941,48342,48342,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.70206,0,0.6415
942,48342,48342,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.702777,0,0.5778
943,48342,48342,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.701039,0,0.607
944,48342,48342,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.702041,0,0.6088
945,48342,48342,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.701175,0,0.6029
946,48342,48342,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.702971,0,0.6112
947,48342,48342,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.701154,0,0.6101
948,48342,48342,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.701813,0,0.6062
949,48342,48342,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.696865,0,0.6008
950,48342,48342,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.704902,0,0.584
951,48342,48342,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.701755,0,0.6048
952,48342,48342,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.704365,0,0.6263
953,48342,48342,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.69848,0,0.58
954,48342,48342,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.699724,0,0.6278
955,48342,48342,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.696986,0,0.5316
956,48342,48342,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.699563,0,0.5873
957,48342,48342,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.699309,0,0.5889
958,48342,48342,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.699829,0,0.5856
959,48342,48342,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.700392,0,0.5908
960,48342,48342,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.699422,0,0.6091
961,48342,48342,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.701056,0,0.6118
962,48342,48342,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.700368,0,0.6098
963,48342,48342,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.708514,0,0.6059
964,48342,48342,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.70968,0,0.6049
965,48342,48342,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.708419,0,0.6132
973,ARPI_2013_4001,ARPI_2013_4001,ARRB_2009_1291,ARRB_2009_1291,UN,NA,1,0,0,0,-1,0.701123,0,0.5516
974,ARPI_2013_4001,ARPI_2013_4001,ARRB_xx_1291,ARRB_xx_1291,UN,NA,1,0,0,0,-1,0.70046,0,0.5248
975,ARPI_2013_4001,ARPI_2013_4001,B045,B045,UN,NA,1,0,0,0,-1,0.749055,0.4411,1.9906
976,ARPI_2013_4001,ARPI_2013_4001,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.725452,0,1.3444
977,ARPI_2013_4001,ARPI_2013_4001,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.73535,0,1.2446
978,ARPI_2013_4001,ARPI_2013_4001,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,1,0,0,0,-1,0.703657,0,0.6134
979,ARPI_2013_4001,ARPI_2013_4001,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.733471,0,1.1153
980,ARPI_2013_4001,ARPI_2013_4001,KW1,KW1,UN,NA,1,0,0,0,-1,0.748885,0.0526,1.9005
981,ARPI_2013_4001,ARPI_2013_4001,KW2,KW2,UN,NA,1,0,0,0,-1,0.742244,0,1.5653
994,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.745672,0,1.7322
1000,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.745673,0,1.7298
1001,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.750285,0.1258,1.9287
1004,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.741647,0.0799,1.9134
1005,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.741763,0.0738,1.9109
1007,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.736439,0,1.5323
1014,ARPI_2013_4001,ARPI_2013_4001,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.747355,3e-04,1.7979
1024,ARPI_2013_4001,ARPI_2013_4001,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.753892,0.8674,2.0726
1029,ARPI_2013_4001,ARPI_2013_4001,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.744309,0,1.7675
1037,ARPI_2013_4001,ARPI_2013_4001,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.7476,0,1.7432
1038,ARPI_2013_4001,ARPI_2013_4001,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.745312,2e-04,1.7931
1039,ARPI_2013_4001,ARPI_2013_4001,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.746047,6e-04,1.8062
1040,ARPI_2013_4001,ARPI_2013_4001,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.702407,0,0.565
1041,ARPI_2013_4002,ARPI_2013_4002,ARPI_2013_4003,ARPI_2013_4003,UN,NA,1,0,0,0,-1,0.74147,0,1.7301
1042,ARPI_2013_4002,ARPI_2013_4002,ARPI_2013_4004,ARPI_2013_4004,UN,NA,1,0,0,0,-1,0.745983,0.0561,1.9023
1043,ARPI_2013_4002,ARPI_2013_4002,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.751388,0.0153,1.8684
1046,ARPI_2013_4002,ARPI_2013_4002,ARRB_2009_1291,ARRB_2009_1291,UN,NA,1,0,0,0,-1,0.704091,0,0.5528
1047,ARPI_2013_4002,ARPI_2013_4002,ARRB_xx_1291,ARRB_xx_1291,UN,NA,1,0,0,0,-1,0.703639,0,0.5347
1048,ARPI_2013_4002,ARPI_2013_4002,B045,B045,UN,NA,1,0,0,0,-1,0.752188,0.0735,1.9106
1049,ARPI_2013_4002,ARPI_2013_4002,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.734104,0,1.4339
1050,ARPI_2013_4002,ARPI_2013_4002,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.735426,0,1.1999
1051,ARPI_2013_4002,ARPI_2013_4002,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,1,0,0,0,-1,0.706698,0,0.6187
1052,ARPI_2013_4002,ARPI_2013_4002,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.733704,0,1.0913
1053,ARPI_2013_4002,ARPI_2013_4002,KW1,KW1,UN,NA,1,0,0,0,-1,0.750143,0,1.7615
1054,ARPI_2013_4002,ARPI_2013_4002,KW2,KW2,UN,NA,1,0,0,0,-1,0.750757,0,1.6844
1058,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.749451,0.3508,1.9757
1065,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.749342,0.6939,2.0325
1070,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.749408,0.1511,1.9355
1074,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.756077,0.8168,2.0587
1075,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.744977,0.245,1.9566
1077,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.74741,0.0233,1.8786
1078,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.747432,0.118,1.9266
1079,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.746127,0.0845,1.9151
1080,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.733138,0,1.3003
1082,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.746057,0.4663,1.9946
1084,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.751228,0.0637,1.9062
1086,ARPI_2013_4002,ARPI_2013_4002,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.74711,0.0223,1.8772
1087,ARPI_2013_4002,ARPI_2013_4002,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.75113,2e-04,1.7936
1089,ARPI_2013_4002,ARPI_2013_4002,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.750776,0.3284,1.972
1090,ARPI_2013_4002,ARPI_2013_4002,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.747804,0.5506,2.0081
1092,ARPI_2013_4002,ARPI_2013_4002,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.749037,0.0067,1.8507
1094,ARPI_2013_4002,ARPI_2013_4002,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.749105,0.0059,1.8482
1096,ARPI_2013_4002,ARPI_2013_4002,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.745753,0.3058,1.9681
1097,ARPI_2013_4002,ARPI_2013_4002,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.754,0.0433,1.8951
1098,ARPI_2013_4002,ARPI_2013_4002,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.753377,0.8899,2.0798
1099,ARPI_2013_4002,ARPI_2013_4002,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.748619,0.1144,1.9256
1100,ARPI_2013_4002,ARPI_2013_4002,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.747321,0.0364,1.8905
1102,ARPI_2013_4002,ARPI_2013_4002,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.74093,0,1.554
1103,ARPI_2013_4002,ARPI_2013_4002,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.751031,0.3753,1.9799
1104,ARPI_2013_4002,ARPI_2013_4002,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.747911,0.0782,1.9126
1105,ARPI_2013_4002,ARPI_2013_4002,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.748681,0.0991,1.9207
1106,ARPI_2013_4002,ARPI_2013_4002,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.744649,0.0088,1.8569
1107,ARPI_2013_4002,ARPI_2013_4002,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.743377,1e-04,1.7843
1108,ARPI_2013_4002,ARPI_2013_4002,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.747911,0.8241,2.0603
1110,ARPI_2013_4002,ARPI_2013_4002,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.755489,0.011,1.861
1111,ARPI_2013_4002,ARPI_2013_4002,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.751813,2e-04,1.7882
1112,ARPI_2013_4002,ARPI_2013_4002,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.754673,0.0401,1.8927
1113,ARPI_2013_4002,ARPI_2013_4002,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.704775,0,0.5936
1115,ARPI_2013_4003,ARPI_2013_4003,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.753612,0.8807,2.077
1117,ARPI_2013_4003,ARPI_2013_4003,ARPI_2013_4007,ARPI_2013_4007,UN,NA,1,0,0,0,-1,0.747691,0.0229,1.8778
1118,ARPI_2013_4003,ARPI_2013_4003,ARRB_2009_1291,ARRB_2009_1291,UN,NA,1,0,0,0,-1,0.697222,0,0.5505
1119,ARPI_2013_4003,ARPI_2013_4003,ARRB_xx_1291,ARRB_xx_1291,UN,NA,1,0,0,0,-1,0.696536,0,0.5334
1120,ARPI_2013_4003,ARPI_2013_4003,B045,B045,UN,NA,1,0,0,0,-1,0.740747,0,1.7509
1121,ARPI_2013_4003,ARPI_2013_4003,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.721449,0,1.279
1122,ARPI_2013_4003,ARPI_2013_4003,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.729169,0,1.1772
1123,ARPI_2013_4003,ARPI_2013_4003,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,1,0,0,0,-1,0.700007,0,0.6119
1124,ARPI_2013_4003,ARPI_2013_4003,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.727607,0,1.096
1125,ARPI_2013_4003,ARPI_2013_4003,KW1,KW1,UN,NA,1,0,0,0,-1,0.742769,0,1.6659
1126,ARPI_2013_4003,ARPI_2013_4003,KW2,KW2,UN,NA,1,0,0,0,-1,0.738827,0,1.5808
1128,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.749795,0.1695,1.9403
1134,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.74599,0.0746,1.9109
1139,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.742372,0,1.7067
1141,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.745953,0.1259,1.9288
1144,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.743165,0,1.7606
1145,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.742394,0,1.7175
1146,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.74471,4e-04,1.7986
1148,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.743527,0.0019,1.8266
1152,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.726501,0,1.3309
1156,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.747097,1e-04,1.776
1157,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.74609,0.0859,1.9156
1159,ARPI_2013_4003,ARPI_2013_4003,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.740281,0,1.588
1160,ARPI_2013_4003,ARPI_2013_4003,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.743128,0,1.7377
1165,ARPI_2013_4003,ARPI_2013_4003,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.749291,0.4202,1.9872
1167,ARPI_2013_4003,ARPI_2013_4003,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.741763,0,1.637
1169,ARPI_2013_4003,ARPI_2013_4003,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.746191,2e-04,1.7868
1174,ARPI_2013_4003,ARPI_2013_4003,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.73483,0,1.5087
1178,ARPI_2013_4003,ARPI_2013_4003,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.738967,0.005,1.8453
1179,ARPI_2013_4003,ARPI_2013_4003,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.738007,2e-04,1.7899
1182,ARPI_2013_4003,ARPI_2013_4003,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.741877,0,1.7536
1183,ARPI_2013_4003,ARPI_2013_4003,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.742459,0,1.6118
1184,ARPI_2013_4003,ARPI_2013_4003,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.737665,0,1.5608
1185,ARPI_2013_4003,ARPI_2013_4003,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.697152,0,0.5512
1189,ARPI_2013_4004,ARPI_2013_4004,ARRB_2009_1291,ARRB_2009_1291,UN,NA,1,0,0,0,-1,0.70127,0,0.57
1190,ARPI_2013_4004,ARPI_2013_4004,ARRB_xx_1291,ARRB_xx_1291,UN,NA,1,0,0,0,-1,0.70058,0,0.5412
1191,ARPI_2013_4004,ARPI_2013_4004,B045,B045,UN,NA,1,0,0,0,-1,0.745365,0.0754,1.9116
1192,ARPI_2013_4004,ARPI_2013_4004,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.725745,0,1.3747
1193,ARPI_2013_4004,ARPI_2013_4004,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.733509,0,1.2679
1194,ARPI_2013_4004,ARPI_2013_4004,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,1,0,0,0,-1,0.704221,0,0.6586
1195,ARPI_2013_4004,ARPI_2013_4004,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.731908,0,1.1959
1196,ARPI_2013_4004,ARPI_2013_4004,KW1,KW1,UN,NA,1,0,0,0,-1,0.747341,0.0769,1.9122
1197,ARPI_2013_4004,ARPI_2013_4004,KW2,KW2,UN,NA,1,0,0,0,-1,0.743265,0,1.5991
1210,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.746734,0.0913,1.9178
1215,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.7478,0.6683,2.028
1216,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.746773,0.0473,1.8975
1217,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.749366,0.2825,1.9636
1219,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.74805,0.5757,2.0122
1223,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.730987,0,1.4238
1227,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.751793,0.8274,2.0613
1230,ARPI_2013_4004,ARPI_2013_4004,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.744562,4e-04,1.8018
1231,ARPI_2013_4004,ARPI_2013_4004,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.747465,0.1052,1.9223
1238,ARPI_2013_4004,ARPI_2013_4004,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.746115,0.0045,1.8425
1240,ARPI_2013_4004,ARPI_2013_4004,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.750668,0.2043,1.9483
1245,ARPI_2013_4004,ARPI_2013_4004,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.739347,0,1.6048
1249,ARPI_2013_4004,ARPI_2013_4004,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.743497,0.6518,2.0249
1250,ARPI_2013_4004,ARPI_2013_4004,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.742533,0.2432,1.9566
1253,ARPI_2013_4004,ARPI_2013_4004,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.746179,0.02,1.875
1254,ARPI_2013_4004,ARPI_2013_4004,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.746823,0.0098,1.859
1255,ARPI_2013_4004,ARPI_2013_4004,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.741951,0,1.6376
